Employee_ID,Month,Attendance_Percent
EMP10051,2022-08,100
EMP10051,2022-09,81
EMP10051,2022-10,83
EMP10051,2022-11,87
EMP10051,2022-12,91
EMP10051,2023-01,82
EMP10051,2023-02,82
EMP10051,2023-03,75
EMP10051,2023-04,95
EMP10051,2023-05,94
EMP10051,2023-06,91
EMP10051,2023-07,71
EMP10051,2023-08,70
EMP10051,2023-09,81
EMP10051,2023-10,91
EMP10051,2023-11,74
EMP10051,2023-12,80
EMP10051,2024-01,96
EMP11584,2022-01,77
EMP11584,2022-02,90
EMP11584,2022-03,93
EMP11584,2022-04,71
EMP11584,2022-05,100
EMP11584,2022-06,75
EMP11584,2022-07,91
EMP11584,2022-08,75
EMP11584,2022-09,98
EMP11584,2022-10,92
EMP11584,2022-11,84
EMP11584,2022-12,95
EMP11584,2023-01,71
EMP11584,2023-02,74
EMP11584,2023-03,76
EMP11584,2023-04,88
EMP11584,2023-05,74
EMP11584,2023-06,91
EMP11584,2023-07,84
EMP11584,2023-08,95
EMP11584,2023-09,97
EMP11584,2023-10,85
EMP11584,2023-11,99
EMP11584,2023-12,72
EMP11584,2024-01,84
EMP11601,2022-01,77
EMP11601,2022-02,100
EMP11601,2022-03,92
EMP11601,2022-04,85
EMP11601,2022-05,84
EMP11601,2022-06,95
EMP11601,2022-07,80
EMP11601,2022-08,86
EMP11601,2022-09,74
EMP11601,2022-10,98
EMP11601,2022-11,85
EMP11601,2022-12,88
EMP11601,2023-01,78
EMP11601,2023-02,99
EMP11601,2023-03,89
EMP11601,2023-04,81
EMP11601,2023-05,97
EMP11601,2023-06,80
EMP11601,2023-07,71
EMP11601,2023-08,90
EMP11601,2023-09,86
EMP11601,2023-10,70
EMP11601,2023-11,76
EMP11601,2023-12,73
EMP11601,2024-01,91
EMP12856,2022-01,73
EMP12856,2022-02,84
EMP12856,2022-03,92
EMP12856,2022-04,99
EMP12856,2022-05,100
EMP12856,2022-06,94
EMP12856,2022-07,98
EMP12856,2022-08,94
EMP12856,2022-09,73
EMP12856,2022-10,89
EMP12856,2022-11,72
EMP12856,2022-12,97
EMP12856,2023-01,88
EMP12856,2023-02,90
EMP12856,2023-03,89
EMP12856,2023-04,84
EMP12856,2023-05,81
EMP12856,2023-06,70
EMP12856,2023-07,97
EMP12856,2023-08,74
EMP12856,2023-09,84
EMP12856,2023-10,75
EMP12856,2023-11,71
EMP12856,2023-12,70
EMP12856,2024-01,90
EMP11678,2022-01,80
EMP11678,2022-02,84
EMP11678,2022-03,76
EMP11678,2022-04,94
EMP11678,2022-05,81
EMP11678,2022-06,70
EMP11678,2022-07,88
EMP11678,2022-08,91
EMP11678,2022-09,95
EMP11678,2022-10,75
EMP11678,2022-11,97
EMP11678,2022-12,98
EMP11678,2023-01,92
EMP11678,2023-02,71
EMP11678,2023-03,84
EMP11678,2023-04,83
EMP11678,2023-05,77
EMP11678,2023-06,72
EMP11678,2023-07,87
EMP11678,2023-08,82
EMP11678,2023-09,90
EMP11678,2023-10,78
EMP11678,2023-11,95
EMP11678,2023-12,94
EMP11678,2024-01,73
EMP12551,2022-01,72
EMP12551,2022-02,73
EMP12551,2022-03,82
EMP12551,2022-04,90
EMP12551,2022-05,98
EMP12551,2022-06,92
EMP12551,2022-07,93
EMP12551,2022-08,98
EMP12551,2022-09,92
EMP12551,2022-10,71
EMP12551,2022-11,93
EMP12551,2022-12,79
EMP12551,2023-01,76
EMP12551,2023-02,74
EMP12551,2023-03,91
EMP12551,2023-04,89
EMP12551,2023-05,72
EMP12551,2023-06,96
EMP12551,2023-07,75
EMP12551,2023-08,73
EMP12551,2023-09,73
EMP12551,2023-10,81
EMP12551,2023-11,85
EMP12551,2023-12,91
EMP12551,2024-01,96
EMP12104,2022-01,72
EMP12104,2022-02,98
EMP12104,2022-03,98
EMP12104,2022-04,97
EMP12104,2022-05,95
EMP12104,2022-06,99
EMP12104,2022-07,79
EMP12104,2022-08,70
EMP12104,2022-09,100
EMP12104,2022-10,80
EMP12104,2022-11,77
EMP12104,2022-12,95
EMP12104,2023-01,92
EMP12104,2023-02,94
EMP12104,2023-03,85
EMP12104,2023-04,96
EMP12104,2023-05,97
EMP12104,2023-06,97
EMP12104,2023-07,82
EMP12104,2023-08,78
EMP12104,2023-09,70
EMP12104,2023-10,86
EMP12104,2023-11,70
EMP12104,2023-12,85
EMP12104,2024-01,85
EMP10816,2022-01,90
EMP10816,2022-02,91
EMP10816,2022-03,82
EMP10816,2022-04,85
EMP10816,2022-05,89
EMP10816,2022-06,76
EMP10816,2022-07,100
EMP10816,2022-08,81
EMP10816,2022-09,95
EMP10816,2022-10,85
EMP10816,2022-11,85
EMP10816,2022-12,91
EMP10816,2023-01,78
EMP10816,2023-02,84
EMP10816,2023-03,86
EMP10816,2023-04,94
EMP10816,2023-05,93
EMP10816,2023-06,74
EMP10816,2023-07,75
EMP10816,2023-08,94
EMP10816,2023-09,78
EMP10816,2023-10,73
EMP10816,2023-11,95
EMP10816,2023-12,84
EMP10816,2024-01,100
EMP11722,2022-01,75
EMP11722,2022-02,98
EMP11722,2022-03,82
EMP11722,2022-04,80
EMP11722,2022-05,70
EMP11722,2022-06,78
EMP11722,2022-07,70
EMP11722,2022-08,71
EMP11722,2022-09,86
EMP11722,2022-10,74
EMP11722,2022-11,99
EMP11722,2022-12,73
EMP11722,2023-01,85
EMP11722,2023-02,89
EMP11722,2023-03,80
EMP11722,2023-04,87
EMP11722,2023-05,71
EMP11722,2023-06,85
EMP11722,2023-07,75
EMP11722,2023-08,94
EMP11722,2023-09,96
EMP11722,2023-10,97
EMP11722,2023-11,94
EMP11722,2023-12,77
EMP11722,2024-01,95
EMP10261,2022-01,94
EMP10261,2022-02,89
EMP10261,2022-03,88
EMP10261,2022-04,84
EMP10261,2022-05,99
EMP10261,2022-06,83
EMP10261,2022-07,98
EMP10261,2022-08,70
EMP10261,2022-09,75
EMP10261,2022-10,91
EMP10261,2022-11,87
EMP10261,2022-12,96
EMP10261,2023-01,99
EMP10261,2023-02,100
EMP10261,2023-03,70
EMP10261,2023-04,95
EMP10261,2023-05,87
EMP10261,2023-06,85
EMP10261,2023-07,88
EMP10261,2023-08,95
EMP10261,2023-09,87
EMP10261,2023-10,81
EMP10261,2023-11,100
EMP10261,2023-12,98
EMP10261,2024-01,100
EMP12239,2022-01,72
EMP12239,2022-02,73
EMP12239,2022-03,74
EMP12239,2022-04,77
EMP12239,2022-05,75
EMP12239,2022-06,85
EMP12239,2022-07,85
EMP12239,2022-08,86
EMP12239,2022-09,81
EMP12239,2022-10,83
EMP12239,2022-11,83
EMP12239,2022-12,75
EMP12239,2023-01,98
EMP12239,2023-02,87
EMP12239,2023-03,91
EMP12239,2023-04,91
EMP12239,2023-05,80
EMP12239,2023-06,81
EMP12239,2023-07,70
EMP12239,2023-08,84
EMP12239,2023-09,73
EMP12239,2023-10,95
EMP12239,2023-11,100
EMP12239,2023-12,72
EMP12239,2024-01,77
EMP11449,2022-01,73
EMP11449,2022-02,97
EMP11449,2022-03,95
EMP11449,2022-04,99
EMP11449,2022-05,76
EMP11449,2022-06,72
EMP11449,2022-07,95
EMP11449,2022-08,76
EMP11449,2022-09,71
EMP11449,2022-10,98
EMP11449,2022-11,82
EMP11449,2022-12,84
EMP11449,2023-01,90
EMP11449,2023-02,90
EMP11449,2023-03,73
EMP11449,2023-04,73
EMP11449,2023-05,83
EMP11449,2023-06,75
EMP11449,2023-07,87
EMP11449,2023-08,88
EMP11449,2023-09,98
EMP11449,2023-10,79
EMP11449,2023-11,76
EMP11449,2023-12,99
EMP11449,2024-01,96
EMP11822,2022-01,95
EMP11822,2022-02,82
EMP11822,2022-03,90
EMP11822,2022-04,89
EMP11822,2022-05,85
EMP11822,2022-06,94
EMP11822,2022-07,93
EMP11822,2022-08,78
EMP11822,2022-09,93
EMP11822,2022-10,82
EMP11822,2022-11,71
EMP11822,2022-12,73
EMP11822,2023-01,88
EMP11822,2023-02,95
EMP11822,2023-03,79
EMP11822,2023-04,70
EMP11822,2023-05,73
EMP11822,2023-06,85
EMP11822,2023-07,76
EMP11822,2023-08,90
EMP11822,2023-09,74
EMP11822,2023-10,82
EMP11822,2023-11,85
EMP11822,2023-12,75
EMP11822,2024-01,95
EMP10709,2022-01,88
EMP10709,2022-02,87
EMP10709,2022-03,98
EMP10709,2022-04,80
EMP10709,2022-05,84
EMP10709,2022-06,92
EMP10709,2022-07,94
EMP10709,2022-08,78
EMP10709,2022-09,100
EMP10709,2022-10,88
EMP10709,2022-11,81
EMP10709,2022-12,83
EMP10709,2023-01,86
EMP10709,2023-02,87
EMP10709,2023-03,93
EMP10709,2023-04,90
EMP10709,2023-05,94
EMP10709,2023-06,72
EMP10709,2023-07,86
EMP10709,2023-08,84
EMP10709,2023-09,96
EMP10709,2023-10,83
EMP10709,2023-11,72
EMP10709,2023-12,73
EMP10709,2024-01,84
EMP12144,2022-01,91
EMP12144,2022-02,86
EMP12144,2022-03,82
EMP12144,2022-04,85
EMP12144,2022-05,86
EMP12144,2022-06,96
EMP12144,2022-07,86
EMP12144,2022-08,75
EMP12144,2022-09,74
EMP12144,2022-10,97
EMP12144,2022-11,93
EMP12144,2022-12,77
EMP12144,2023-01,93
EMP12144,2023-02,73
EMP12144,2023-03,89
EMP12144,2023-04,72
EMP12144,2023-05,75
EMP12144,2023-06,95
EMP12144,2023-07,93
EMP12144,2023-08,96
EMP12144,2023-09,92
EMP12144,2023-10,90
EMP12144,2023-11,89
EMP12144,2023-12,72
EMP12144,2024-01,88
EMP10556,2022-01,77
EMP10556,2022-02,73
EMP10556,2022-03,99
EMP10556,2022-04,70
EMP10556,2022-05,90
EMP10556,2022-06,87
EMP10556,2022-07,79
EMP10556,2022-08,99
EMP10556,2022-09,98
EMP10556,2022-10,72
EMP10556,2022-11,81
EMP10556,2022-12,81
EMP10556,2023-01,98
EMP10556,2023-02,74
EMP10556,2023-03,89
EMP10556,2023-04,81
EMP10556,2023-05,82
EMP10556,2023-06,72
EMP10556,2023-07,87
EMP10556,2023-08,95
EMP10556,2023-09,77
EMP10556,2023-10,76
EMP10556,2023-11,94
EMP10556,2023-12,98
EMP10556,2024-01,84
EMP10492,2022-01,86
EMP10492,2022-02,70
EMP10492,2022-03,85
EMP10492,2022-04,83
EMP10492,2022-05,79
EMP10492,2022-06,89
EMP10492,2022-07,73
EMP10492,2022-08,93
EMP10492,2022-09,73
EMP10492,2022-10,91
EMP10492,2022-11,90
EMP10492,2022-12,95
EMP10492,2023-01,75
EMP10492,2023-02,84
EMP10492,2023-03,74
EMP10492,2023-04,93
EMP10492,2023-05,84
EMP10492,2023-06,98
EMP10492,2023-07,88
EMP10492,2023-08,89
EMP10492,2023-09,88
EMP10492,2023-10,72
EMP10492,2023-11,71
EMP10492,2023-12,97
EMP10492,2024-01,91
EMP11685,2022-01,99
EMP11685,2022-02,70
EMP11685,2022-03,72
EMP11685,2022-04,88
EMP11685,2022-05,70
EMP11685,2022-06,85
EMP11685,2022-07,70
EMP11685,2022-08,95
EMP11685,2022-09,80
EMP11685,2022-10,96
EMP11685,2022-11,95
EMP11685,2022-12,91
EMP11685,2023-01,83
EMP11685,2023-02,94
EMP11685,2023-03,88
EMP11685,2023-04,78
EMP11685,2023-05,84
EMP11685,2023-06,99
EMP11685,2023-07,82
EMP11685,2023-08,92
EMP11685,2023-09,80
EMP11685,2023-10,98
EMP11685,2023-11,72
EMP11685,2023-12,86
EMP11685,2024-01,74
EMP11751,2022-01,95
EMP11751,2022-02,97
EMP11751,2022-03,83
EMP11751,2022-04,71
EMP11751,2022-05,71
EMP11751,2022-06,82
EMP11751,2022-07,90
EMP11751,2022-08,79
EMP11751,2022-09,90
EMP11751,2022-10,95
EMP11751,2022-11,92
EMP11751,2022-12,75
EMP11751,2023-01,72
EMP11751,2023-02,81
EMP11751,2023-03,88
EMP11751,2023-04,74
EMP11751,2023-05,71
EMP11751,2023-06,88
EMP11751,2023-07,79
EMP11751,2023-08,80
EMP11751,2023-09,70
EMP11751,2023-10,70
EMP11751,2023-11,78
EMP11751,2023-12,97
EMP11751,2024-01,72
EMP11122,2022-01,99
EMP11122,2022-02,90
EMP11122,2022-03,88
EMP11122,2022-04,83
EMP11122,2022-05,84
EMP11122,2022-06,95
EMP11122,2022-07,100
EMP11122,2022-08,72
EMP11122,2022-09,80
EMP11122,2022-10,94
EMP11122,2022-11,100
EMP11122,2022-12,76
EMP11122,2023-01,79
EMP11122,2023-02,96
EMP11122,2023-03,97
EMP11122,2023-04,82
EMP11122,2023-05,70
EMP11122,2023-06,96
EMP11122,2023-07,84
EMP11122,2023-08,87
EMP11122,2023-09,76
EMP11122,2023-10,86
EMP11122,2023-11,70
EMP11122,2023-12,84
EMP11122,2024-01,99
EMP11191,2022-01,100
EMP11191,2022-02,96
EMP11191,2022-03,75
EMP11191,2022-04,100
EMP11191,2022-05,85
EMP11191,2022-06,95
EMP11191,2022-07,87
EMP11191,2022-08,81
EMP11191,2022-09,78
EMP11191,2022-10,97
EMP11191,2022-11,92
EMP11191,2022-12,76
EMP11191,2023-01,85
EMP11191,2023-02,95
EMP11191,2023-03,90
EMP11191,2023-04,90
EMP11191,2023-05,85
EMP11191,2023-06,98
EMP11191,2023-07,72
EMP11191,2023-08,93
EMP11191,2023-09,96
EMP11191,2023-10,84
EMP11191,2023-11,95
EMP11191,2023-12,73
EMP11191,2024-01,99
EMP10493,2022-01,100
EMP10493,2022-02,80
EMP10493,2022-03,71
EMP10493,2022-04,82
EMP10493,2022-05,83
EMP10493,2022-06,82
EMP10493,2022-07,70
EMP10493,2022-08,89
EMP10493,2022-09,71
EMP10493,2022-10,100
EMP10493,2022-11,79
EMP10493,2022-12,91
EMP10493,2023-01,98
EMP10493,2023-02,96
EMP10493,2023-03,96
EMP10493,2023-04,95
EMP10493,2023-05,99
EMP10493,2023-06,84
EMP10493,2023-07,96
EMP10493,2023-08,79
EMP10493,2023-09,76
EMP10493,2023-10,93
EMP10493,2023-11,70
EMP10493,2023-12,96
EMP10493,2024-01,78
EMP10532,2022-01,99
EMP10532,2022-02,81
EMP10532,2022-03,78
EMP10532,2022-04,73
EMP10532,2022-05,100
EMP10532,2022-06,86
EMP10532,2022-07,77
EMP10532,2022-08,72
EMP10532,2022-09,86
EMP10532,2022-10,88
EMP10532,2022-11,71
EMP10532,2022-12,79
EMP10532,2023-01,76
EMP10532,2023-02,81
EMP10532,2023-03,98
EMP10532,2023-04,91
EMP10532,2023-05,78
EMP10532,2023-06,80
EMP10532,2023-07,82
EMP10532,2023-08,71
EMP10532,2023-09,80
EMP10532,2023-10,77
EMP10532,2023-11,72
EMP10532,2023-12,74
EMP10532,2024-01,96
EMP11986,2022-01,98
EMP11986,2022-02,78
EMP11986,2022-03,78
EMP11986,2022-04,86
EMP11986,2022-05,71
EMP11986,2022-06,91
EMP11986,2022-07,98
EMP11986,2022-08,86
EMP11986,2022-09,71
EMP11986,2022-10,95
EMP11986,2022-11,93
EMP11986,2022-12,75
EMP11986,2023-01,95
EMP11986,2023-02,86
EMP11986,2023-03,72
EMP11986,2023-04,91
EMP11986,2023-05,70
EMP11986,2023-06,92
EMP11986,2023-07,75
EMP11986,2023-08,91
EMP11986,2023-09,79
EMP11986,2023-10,77
EMP11986,2023-11,81
EMP11986,2023-12,86
EMP11986,2024-01,70
EMP11677,2022-01,76
EMP11677,2022-02,80
EMP11677,2022-03,85
EMP11677,2022-04,86
EMP11677,2022-05,94
EMP11677,2022-06,95
EMP11677,2022-07,83
EMP11677,2022-08,83
EMP11677,2022-09,75
EMP11677,2022-10,99
EMP11677,2022-11,71
EMP11677,2022-12,81
EMP11677,2023-01,91
EMP11677,2023-02,85
EMP11677,2023-03,91
EMP11677,2023-04,87
EMP11677,2023-05,75
EMP11677,2023-06,83
EMP11677,2023-07,90
EMP11677,2023-08,83
EMP11677,2023-09,76
EMP11677,2023-10,96
EMP11677,2023-11,94
EMP11677,2023-12,78
EMP11677,2024-01,82
EMP11777,2022-01,77
EMP11777,2022-02,88
EMP11777,2022-03,82
EMP11777,2022-04,74
EMP11777,2022-05,83
EMP11777,2022-06,88
EMP11777,2022-07,76
EMP11777,2022-08,70
EMP11777,2022-09,86
EMP11777,2022-10,80
EMP11777,2022-11,79
EMP11777,2022-12,83
EMP11777,2023-01,80
EMP11777,2023-02,90
EMP11777,2023-03,90
EMP11777,2023-04,92
EMP11777,2023-05,84
EMP11777,2023-06,78
EMP11777,2023-07,76
EMP11777,2023-08,76
EMP11777,2023-09,80
EMP11777,2023-10,96
EMP11777,2023-11,78
EMP11777,2023-12,98
EMP11777,2024-01,93
EMP11214,2022-01,70
EMP11214,2022-02,97
EMP11214,2022-03,83
EMP11214,2022-04,74
EMP11214,2022-05,96
EMP11214,2022-06,87
EMP11214,2022-07,95
EMP11214,2022-08,79
EMP11214,2022-09,88
EMP11214,2022-10,80
EMP11214,2022-11,99
EMP11214,2022-12,87
EMP11214,2023-01,95
EMP11214,2023-02,99
EMP11214,2023-03,84
EMP11214,2023-04,73
EMP11214,2023-05,70
EMP11214,2023-06,91
EMP11214,2023-07,79
EMP11214,2023-08,95
EMP11214,2023-09,99
EMP11214,2023-10,81
EMP11214,2023-11,93
EMP11214,2023-12,76
EMP11214,2024-01,70
EMP12283,2022-01,95
EMP12283,2022-02,81
EMP12283,2022-03,74
EMP12283,2022-04,83
EMP12283,2022-05,86
EMP12283,2022-06,78
EMP12283,2022-07,98
EMP12283,2022-08,84
EMP12283,2022-09,79
EMP12283,2022-10,93
EMP12283,2022-11,90
EMP12283,2022-12,79
EMP12283,2023-01,95
EMP12283,2023-02,73
EMP12283,2023-03,73
EMP12283,2023-04,96
EMP12283,2023-05,84
EMP12283,2023-06,84
EMP12283,2023-07,94
EMP12283,2023-08,81
EMP12283,2023-09,100
EMP12283,2023-10,86
EMP12283,2023-11,79
EMP12283,2023-12,99
EMP12283,2024-01,81
EMP12282,2022-01,72
EMP12282,2022-02,79
EMP12282,2022-03,90
EMP12282,2022-04,89
EMP12282,2022-05,86
EMP12282,2022-06,96
EMP12282,2022-07,92
EMP12282,2022-08,93
EMP12282,2022-09,85
EMP12282,2022-10,72
EMP12282,2022-11,76
EMP12282,2022-12,85
EMP12282,2023-01,72
EMP12282,2023-02,95
EMP12282,2023-03,84
EMP12282,2023-04,71
EMP12282,2023-05,92
EMP12282,2023-06,81
EMP12282,2023-07,91
EMP12282,2023-08,100
EMP12282,2023-09,75
EMP12282,2023-10,76
EMP12282,2023-11,84
EMP12282,2023-12,94
EMP12282,2024-01,90
EMP10905,2022-01,87
EMP10905,2022-02,91
EMP10905,2022-03,96
EMP10905,2022-04,84
EMP10905,2022-05,100
EMP10905,2022-06,88
EMP10905,2022-07,94
EMP10905,2022-08,76
EMP10905,2022-09,74
EMP10905,2022-10,89
EMP10905,2022-11,89
EMP10905,2022-12,85
EMP10905,2023-01,83
EMP10905,2023-02,95
EMP10905,2023-03,90
EMP10905,2023-04,75
EMP10905,2023-05,76
EMP10905,2023-06,79
EMP10905,2023-07,95
EMP10905,2023-08,78
EMP10905,2023-09,73
EMP10905,2023-10,91
EMP10905,2023-11,92
EMP10905,2023-12,80
EMP10905,2024-01,94
EMP10096,2022-01,70
EMP10096,2022-02,77
EMP10096,2022-03,80
EMP10096,2022-04,99
EMP10096,2022-05,91
EMP10096,2022-06,90
EMP10096,2022-07,72
EMP10096,2022-08,72
EMP10096,2022-09,88
EMP10096,2022-10,88
EMP10096,2022-11,75
EMP10096,2022-12,75
EMP10096,2023-01,89
EMP10096,2023-02,81
EMP10096,2023-03,78
EMP10096,2023-04,94
EMP10096,2023-05,82
EMP10096,2023-06,96
EMP10096,2023-07,98
EMP10096,2023-08,74
EMP10096,2023-09,99
EMP10096,2023-10,76
EMP10096,2023-11,90
EMP10096,2023-12,98
EMP10096,2024-01,89
EMP11207,2022-01,88
EMP11207,2022-02,94
EMP11207,2022-03,71
EMP11207,2022-04,77
EMP11207,2022-05,73
EMP11207,2022-06,82
EMP11207,2022-07,99
EMP11207,2022-08,93
EMP11207,2022-09,87
EMP11207,2022-10,92
EMP11207,2022-11,72
EMP11207,2022-12,80
EMP11207,2023-01,74
EMP11207,2023-02,100
EMP11207,2023-03,85
EMP11207,2023-04,89
EMP11207,2023-05,71
EMP11207,2023-06,98
EMP11207,2023-07,77
EMP11207,2023-08,93
EMP11207,2023-09,83
EMP11207,2023-10,79
EMP11207,2023-11,92
EMP11207,2023-12,97
EMP11207,2024-01,99
EMP12819,2022-01,75
EMP12819,2022-02,77
EMP12819,2022-03,92
EMP12819,2022-04,83
EMP12819,2022-05,94
EMP12819,2022-06,93
EMP12819,2022-07,91
EMP12819,2022-08,91
EMP12819,2022-09,95
EMP12819,2022-10,80
EMP12819,2022-11,83
EMP12819,2022-12,87
EMP12819,2023-01,77
EMP12819,2023-02,91
EMP12819,2023-03,87
EMP12819,2023-04,80
EMP12819,2023-05,80
EMP12819,2023-06,71
EMP12819,2023-07,71
EMP12819,2023-08,87
EMP12819,2023-09,81
EMP12819,2023-10,72
EMP12819,2023-11,91
EMP12819,2023-12,90
EMP12819,2024-01,88
EMP10566,2022-01,92
EMP10566,2022-02,73
EMP10566,2022-03,71
EMP10566,2022-04,83
EMP10566,2022-05,85
EMP10566,2022-06,95
EMP10566,2022-07,97
EMP10566,2022-08,86
EMP10566,2022-09,89
EMP10566,2022-10,85
EMP10566,2022-11,93
EMP10566,2022-12,87
EMP10566,2023-01,96
EMP10566,2023-02,88
EMP10566,2023-03,91
EMP10566,2023-04,72
EMP10566,2023-05,94
EMP10566,2023-06,82
EMP10566,2023-07,82
EMP10566,2023-08,95
EMP10566,2023-09,72
EMP10566,2023-10,88
EMP10566,2023-11,80
EMP10566,2023-12,92
EMP10566,2024-01,83
EMP11138,2022-01,72
EMP11138,2022-02,89
EMP11138,2022-03,79
EMP11138,2022-04,89
EMP11138,2022-05,92
EMP11138,2022-06,78
EMP11138,2022-07,91
EMP11138,2022-08,95
EMP11138,2022-09,80
EMP11138,2022-10,93
EMP11138,2022-11,92
EMP11138,2022-12,85
EMP11138,2023-01,80
EMP11138,2023-02,89
EMP11138,2023-03,90
EMP11138,2023-04,81
EMP11138,2023-05,74
EMP11138,2023-06,95
EMP11138,2023-07,79
EMP11138,2023-08,71
EMP11138,2023-09,85
EMP11138,2023-10,77
EMP11138,2023-11,86
EMP11138,2023-12,75
EMP11138,2024-01,87
EMP11416,2022-01,75
EMP11416,2022-02,100
EMP11416,2022-03,97
EMP11416,2022-04,73
EMP11416,2022-05,82
EMP11416,2022-06,93
EMP11416,2022-07,85
EMP11416,2022-08,79
EMP11416,2022-09,93
EMP11416,2022-10,75
EMP11416,2022-11,82
EMP11416,2022-12,81
EMP11416,2023-01,72
EMP11416,2023-02,87
EMP11416,2023-03,92
EMP11416,2023-04,91
EMP11416,2023-05,85
EMP11416,2023-06,99
EMP11416,2023-07,99
EMP11416,2023-08,84
EMP11416,2023-09,94
EMP11416,2023-10,70
EMP11416,2023-11,88
EMP11416,2023-12,75
EMP11416,2024-01,84
EMP11724,2022-01,98
EMP11724,2022-02,74
EMP11724,2022-03,82
EMP11724,2022-04,71
EMP11724,2022-05,90
EMP11724,2022-06,93
EMP11724,2022-07,84
EMP11724,2022-08,83
EMP11724,2022-09,78
EMP11724,2022-10,78
EMP11724,2022-11,75
EMP11724,2022-12,78
EMP11724,2023-01,83
EMP11724,2023-02,99
EMP11724,2023-03,74
EMP11724,2023-04,71
EMP11724,2023-05,75
EMP11724,2023-06,100
EMP11724,2023-07,94
EMP11724,2023-08,81
EMP11724,2023-09,94
EMP11724,2023-10,95
EMP11724,2023-11,70
EMP11724,2023-12,72
EMP11724,2024-01,92
EMP10064,2022-01,96
EMP10064,2022-02,88
EMP10064,2022-03,94
EMP10064,2022-04,75
EMP10064,2022-05,71
EMP10064,2022-06,92
EMP10064,2022-07,92
EMP10064,2022-08,92
EMP10064,2022-09,82
EMP10064,2022-10,87
EMP10064,2022-11,97
EMP10064,2022-12,91
EMP10064,2023-01,73
EMP10064,2023-02,71
EMP10064,2023-03,86
EMP10064,2023-04,72
EMP10064,2023-05,84
EMP10064,2023-06,80
EMP10064,2023-07,91
EMP10064,2023-08,90
EMP10064,2023-09,78
EMP10064,2023-10,90
EMP10064,2023-11,71
EMP10064,2023-12,92
EMP10064,2024-01,75
EMP12108,2022-01,74
EMP12108,2022-02,81
EMP12108,2022-03,82
EMP12108,2022-04,80
EMP12108,2022-05,97
EMP12108,2022-06,80
EMP12108,2022-07,79
EMP12108,2022-08,90
EMP12108,2022-09,91
EMP12108,2022-10,74
EMP12108,2022-11,74
EMP12108,2022-12,94
EMP12108,2023-01,75
EMP12108,2023-02,78
EMP12108,2023-03,81
EMP12108,2023-04,72
EMP12108,2023-05,92
EMP12108,2023-06,93
EMP12108,2023-07,95
EMP12108,2023-08,86
EMP12108,2023-09,84
EMP12108,2023-10,72
EMP12108,2023-11,98
EMP12108,2023-12,98
EMP12108,2024-01,92
EMP12999,2022-01,100
EMP12999,2022-02,88
EMP12999,2022-03,77
EMP12999,2022-04,100
EMP12999,2022-05,74
EMP12999,2022-06,75
EMP12999,2022-07,70
EMP12999,2022-08,79
EMP12999,2022-09,78
EMP12999,2022-10,82
EMP12999,2022-11,79
EMP12999,2022-12,76
EMP12999,2023-01,84
EMP12999,2023-02,90
EMP12999,2023-03,79
EMP12999,2023-04,97
EMP12999,2023-05,100
EMP12999,2023-06,90
EMP12999,2023-07,89
EMP12999,2023-08,86
EMP12999,2023-09,70
EMP12999,2023-10,100
EMP12999,2023-11,85
EMP12999,2023-12,70
EMP12999,2024-01,82
EMP12262,2022-01,72
EMP12262,2022-02,73
EMP12262,2022-03,89
EMP12262,2022-04,97
EMP12262,2022-05,83
EMP12262,2022-06,90
EMP12262,2022-07,97
EMP12262,2022-08,81
EMP12262,2022-09,73
EMP12262,2022-10,90
EMP12262,2022-11,74
EMP12262,2022-12,83
EMP12262,2023-01,88
EMP12262,2023-02,81
EMP12262,2023-03,75
EMP12262,2023-04,96
EMP12262,2023-05,73
EMP12262,2023-06,81
EMP12262,2023-07,70
EMP12262,2023-08,75
EMP12262,2023-09,93
EMP12262,2023-10,86
EMP12262,2023-11,72
EMP12262,2023-12,74
EMP12262,2024-01,76
EMP11500,2022-01,96
EMP11500,2022-02,78
EMP11500,2022-03,79
EMP11500,2022-04,85
EMP11500,2022-05,98
EMP11500,2022-06,77
EMP11500,2022-07,87
EMP11500,2022-08,100
EMP11500,2022-09,98
EMP11500,2022-10,94
EMP11500,2022-11,87
EMP11500,2022-12,83
EMP11500,2023-01,84
EMP11500,2023-02,79
EMP11500,2023-03,91
EMP11500,2023-04,89
EMP11500,2023-05,95
EMP11500,2023-06,93
EMP11500,2023-07,89
EMP11500,2023-08,94
EMP11500,2023-09,87
EMP11500,2023-10,89
EMP11500,2023-11,92
EMP11500,2023-12,87
EMP11500,2024-01,86
EMP12091,2022-01,71
EMP12091,2022-02,83
EMP12091,2022-03,71
EMP12091,2022-04,75
EMP12091,2022-05,88
EMP12091,2022-06,85
EMP12091,2022-07,76
EMP12091,2022-08,96
EMP12091,2022-09,99
EMP12091,2022-10,73
EMP12091,2022-11,95
EMP12091,2022-12,87
EMP12091,2023-01,100
EMP12091,2023-02,79
EMP12091,2023-03,71
EMP12091,2023-04,96
EMP12091,2023-05,87
EMP12091,2023-06,100
EMP12091,2023-07,73
EMP12091,2023-08,77
EMP12091,2023-09,95
EMP12091,2023-10,80
EMP12091,2023-11,81
EMP12091,2023-12,72
EMP12091,2024-01,75
EMP10349,2022-01,99
EMP10349,2022-02,73
EMP10349,2022-03,97
EMP10349,2022-04,87
EMP10349,2022-05,82
EMP10349,2022-06,72
EMP10349,2022-07,73
